1,13088.48,11262.2,3667.8,1327.6,104,11262.2,3667.8,1
6824,13088.47,11262.2,3667.79,1327.6,104,11262.2,3667.79,1
13648,13088.44,11262.18,3667.78,1327.6,104,11262.18,3667.78,1
20472,13088.39,11262.14,3667.75,1327.6,104,11262.14,3667.75,1
27296,13088.32,11262.09,3667.72,1327.6,104,11262.09,3667.72,1
34120,13088.22,11262.02,3667.67,1327.6,104,11262.02,3667.67,1
40944,13088.11,11261.94,3667.62,1327.6,104,11261.94,3667.62,1
47768,13087.98,11261.85,3667.55,1327.6,104,11261.85,3667.55,1
54592,13087.83,11261.74,3667.47,1327.6,104,11261.74,3667.47,1
61416,13087.66,11261.61,3667.39,1327.6,104,11261.61,3667.39,1
68240,13087.46,11261.47,3667.29,1327.6,104,11261.47,3667.29,1
75064,13087.25,11261.32,3667.18,1327.6,104,11261.32,3667.18,1
81888,13087.02,11261.15,3667.06,1327.6,104,11261.15,3667.06,1
88712,13086.76,11260.97,3666.94,1327.6,104,11260.97,3666.94,1
95536,13086.49,11260.77,3666.8,1327.6,104,11260.77,3666.8,1
102360,13086.2,11260.56,3666.65,1327.6,104,11260.56,3666.65,1
109184,13085.88,11260.34,3666.49,1327.6,104,11260.34,3666.49,1
116007,13085.55,11260.09,3666.32,1327.6,104,11260.09,3666.32,1
122831,13085.19,11259.84,3666.15,1327.6,104,11259.84,3666.15,1
129655,13084.82,11259.57,3665.96,1327.6,104,11259.57,3665.96,1
136479,13084.42,11259.28,3665.76,1327.6,104,11259.28,3665.76,1
143303,13084.01,11258.99,3665.55,1327.6,104,11258.99,3665.55,1
150127,13083.57,11258.67,3665.33,1327.6,104,11258.67,3665.33,1
156951,13083.11,11258.34,3665.1,1327.6,104,11258.34,3665.1,1
163775,13082.64,11258,3664.86,1327.6,104,11258,3664.86,1
170599,13082.14,11257.64,3664.61,1327.6,104,11257.64,3664.61,1
177423,13081.62,11257.27,3664.35,1327.6,104,11257.27,3664.35,1
184247,13081.09,11256.88,3664.08,1327.6,104,11256.88,3664.08,1
191071,13080.53,11256.48,3663.8,1327.6,104,11256.48,3663.8,1
197895,13079.95,11256.06,3663.51,1327.6,104,11256.06,3663.51,1
204719,13079.35,11255.63,3663.21,1327.6,104,11255.63,3663.21,1
211543,13078.73,11255.19,3662.9,1327.6,104,11255.19,3662.9,1
218367,13078.09,11254.73,3662.57,1327.6,104,11254.73,3662.57,1
225191,13077.44,11254.25,3662.24,1327.6,104,11254.25,3662.24,1
232015,13076.76,11253.76,3661.9,1327.6,104,11253.76,3661.9,1
238839,13076.06,11253.26,3661.55,1327.6,104,11253.26,3661.55,1
245663,13075.34,11252.74,3661.19,1327.6,104,11252.74,3661.19,1
252487,13074.6,11252.21,3660.81,1327.6,104,11252.21,3660.81,1
259311,13073.84,11251.66,3660.43,1327.6,104,11251.66,3660.43,1
266135,13073.06,11251.1,3660.04,1327.6,104,11251.1,3660.04,1
272959,13072.25,11250.52,3659.64,1327.6,104,11250.52,3659.64,1
279783,13071.43,11249.93,3659.22,1327.6,104,11249.93,3659.22,1
286607,13070.59,11249.33,3658.8,1327.6,104,11249.33,3658.8,1
293431,13069.73,11248.71,3658.36,1327.6,104,11248.71,3658.36,1
300255,13068.85,11248.07,3657.92,1327.6,104,11248.07,3657.92,1
307079,13067.95,11247.42,3657.47,1327.6,104,11247.42,3657.47,1
313903,13067.02,11246.76,3657,1327.6,104,11246.76,3657,1
320727,13066.08,11246.08,3656.53,1327.6,104,11246.08,3656.53,1
327551,13065.12,11245.38,3656.04,1327.6,104,11245.38,3656.04,1
334375,13064.13,11244.67,3655.55,1327.6,104,11244.67,3655.55,1
341199,13063.13,11243.95,3655.04,1327.6,104,11243.95,3655.04,1
348022,13062.1,11243.21,3654.53,1327.6,104,11243.21,3654.53,1
354846,13061.06,11242.46,3654,1327.6,104,11242.46,3654,1
361670,13060,11241.7,3653.47,1327.6,104,11241.7,3653.47,1
368494,13058.91,11240.91,3652.92,1327.6,104,11240.91,3652.92,1
375318,13057.81,11240.12,3652.36,1327.6,104,11240.12,3652.36,1
382142,13056.68,11239.31,3651.8,1327.6,104,11239.31,3651.8,1
388966,13055.53,11238.48,3651.22,1327.6,104,11238.48,3651.22,1
395790,13054.37,11237.64,3650.63,1327.6,104,11237.64,3650.63,1
402614,13053.18,11236.79,3650.04,1327.6,104,11236.79,3650.04,1
409438,13051.98,11235.92,3649.43,1327.6,104,11235.92,3649.43,1
416262,13050.75,11235.04,3648.81,1327.6,104,11235.04,3648.81,1
423086,13049.5,11234.14,3648.19,1327.6,104,11234.14,3648.19,1
429910,13048.23,11233.23,3647.55,1327.6,104,11233.23,3647.55,1
436734,13046.95,11232.3,3646.9,1327.6,104,11232.3,3646.9,1
443558,13045.64,11231.36,3646.24,1327.6,104,11231.36,3646.24,1
450382,13044.31,11230.4,3645.57,1327.6,104,11230.4,3645.57,1
457206,13042.96,11229.43,3644.89,1327.6,104,11229.43,3644.89,1
464030,13041.59,11228.44,3644.21,1327.6,104,11228.44,3644.21,1
470854,13040.2,11227.44,3643.51,1327.6,104,11227.44,3643.51,1
477678,13038.79,11226.43,3642.8,1327.6,104,11226.43,3642.8,1
484502,13037.36,11225.4,3642.08,1327.6,104,11225.4,3642.08,1
491326,13035.91,11224.36,3641.35,1327.6,104,11224.36,3641.35,1
498150,13034.44,11223.3,3640.61,1327.6,104,11223.3,3640.61,1
504974,13032.95,11222.22,3639.86,1327.6,104,11222.22,3639.86,1
511798,13031.44,11221.14,3639.1,1327.6,104,11221.14,3639.1,1
518622,13029.91,11220.03,3638.33,1327.6,104,11220.03,3638.33,1
525446,13028.36,11218.92,3637.55,1327.6,104,11218.92,3637.55,1
532270,13026.79,11217.78,3636.76,1327.6,104,11217.78,3636.76,1
539094,13025.2,11216.64,3635.96,1327.6,104,11216.64,3635.96,1
545918,13023.58,11215.48,3635.14,1327.6,104,11215.48,3635.14,1
552742,13021.95,11214.3,3634.32,1327.6,104,11214.3,3634.32,1
559566,13020.3,11213.11,3633.49,1327.6,104,11213.11,3633.49,1
566390,13018.63,11211.91,3632.65,1327.6,104,11211.91,3632.65,1
573214,13016.93,11210.69,3631.8,1327.6,104,11210.69,3631.8,1
580037,13015.22,11209.45,3630.93,1327.6,104,11209.45,3630.93,1
586861,13013.49,11208.21,3630.06,1327.6,104,11208.21,3630.06,1
593685,13011.73,11206.94,3629.18,1327.6,104,11206.94,3629.18,1
600509,13009.96,11205.67,3628.29,1327.6,104,11205.67,3628.29,1
607333,13008.16,11204.37,3627.38,1327.6,104,11204.37,3627.38,1
614157,13006.35,11203.07,3626.47,1327.6,104,11203.07,3626.47,1
620981,13004.51,11201.74,3625.55,1327.6,104,11201.74,3625.55,1
627805,13002.66,11200.41,3624.61,1327.6,104,11200.41,3624.61,1
634629,13000.78,11199.06,3623.67,1327.6,104,11199.06,3623.67,1
641453,12998.88,11197.69,3622.71,1327.6,104,11197.69,3622.71,1
648277,12996.97,11196.31,3621.75,1327.6,104,11196.31,3621.75,1
655101,12995.03,11194.92,3620.78,1327.6,104,11194.92,3620.78,1
661925,12993.07,11193.51,3619.79,1327.6,104,11193.51,3619.79,1
668749,12991.1,11192.09,3618.8,1327.6,104,11192.09,3618.8,1
675573,12989.1,11190.65,3617.79,1327.6,104,11190.65,3617.79,1
682397,12987.08,11189.19,3616.78,1327.6,104,11189.19,3616.78,1
689221,12985.04,11187.73,3615.75,1327.6,104,11187.73,3615.75,1
696045,12982.99,11186.24,3614.71,1327.6,104,11186.24,3614.71,1
702869,12980.91,11184.75,3613.67,1327.6,104,11184.75,3613.67,1
709693,12978.81,11183.24,3612.61,1327.6,104,11183.24,3612.61,1
716517,12976.69,11181.71,3611.55,1327.6,104,11181.71,3611.55,1
723341,12974.55,11180.17,3610.47,1327.6,104,11180.17,3610.47,1
730165,12972.39,11178.61,3609.38,1327.6,104,11178.61,3609.38,1
736989,12970.21,11177.04,3608.28,1327.6,104,11177.04,3608.28,1
743813,12968.01,11175.46,3607.18,1327.6,104,11175.46,3607.18,1
750637,12965.79,11173.86,3606.06,1327.6,104,11173.86,3606.06,1
757461,12963.55,11172.25,3604.93,1327.6,104,11172.25,3604.93,1
764285,12961.29,11170.62,3603.79,1327.6,104,11170.62,3603.79,1
771109,12959.01,11168.98,3602.65,1327.6,104,11168.98,3602.65,1
777933,12956.7,11167.32,3601.49,1327.6,104,11167.32,3601.49,1
784757,12954.38,11165.65,3600.32,1327.6,104,11165.65,3600.32,1
791581,12952.04,11163.96,3599.14,1327.6,104,11163.96,3599.14,1
798405,12949.68,11162.26,3597.95,1327.6,104,11162.26,3597.95,1
805229,12947.29,11160.54,3596.75,1327.6,104,11160.54,3596.75,1
812052,12944.89,11158.81,3595.54,1327.6,104,11158.81,3595.54,1
818876,12942.47,11157.07,3594.32,1327.6,104,11157.07,3594.32,1
825700,12940.02,11155.31,3593.1,1327.6,104,11155.31,3593.1,1
832524,12937.56,11153.54,3591.86,1327.6,104,11153.54,3591.86,1
839348,12935.08,11151.75,3590.61,1327.6,104,11151.75,3590.61,1
846172,12932.57,11149.94,3589.34,1327.6,104,11149.94,3589.34,1
852996,12930.05,11148.13,3588.07,1327.6,104,11148.13,3588.07,1
859820,12927.5,11146.29,3586.79,1327.6,104,11146.29,3586.79,1
866644,12924.94,11144.45,3585.5,1327.6,104,11144.45,3585.5,1
873468,12922.35,11142.58,3584.2,1327.6,104,11142.58,3584.2,1
880292,12919.75,11140.71,3582.89,1327.6,104,11140.71,3582.89,1
887116,12917.12,11138.82,3581.57,1327.6,104,11138.82,3581.57,1
893940,12914.47,11136.91,3580.24,1327.6,104,11136.91,3580.24,1
900764,12911.81,11134.99,3578.9,1327.6,104,11134.99,3578.9,1
907588,12909.12,11133.06,3577.54,1327.6,104,11133.06,3577.54,1
914412,12906.41,11131.11,3576.18,1327.6,104,11131.11,3576.18,1
921236,12903.68,11129.14,3574.81,1327.6,104,11129.14,3574.81,1
928060,12900.94,11127.16,3573.43,1327.6,104,11127.16,3573.43,1
934884,12898.17,11125.17,3572.03,1327.6,104,11125.17,3572.03,1
941708,12895.38,11123.16,3570.63,1327.6,104,11123.16,3570.63,1
948532,12892.57,11121.14,3569.22,1327.6,104,11121.14,3569.22,1
955356,12889.74,11119.1,3567.79,1327.6,104,11119.1,3567.79,1
962180,12886.89,11117.05,3566.36,1327.6,104,11117.05,3566.36,1
969004,12884.02,11114.99,3564.91,1327.6,104,11114.99,3564.91,1
975828,12881.13,11112.9,3563.46,1327.6,104,11112.9,3563.46,1
982652,12878.22,11110.81,3562,1327.6,104,11110.81,3562,1
989476,12875.29,11108.7,3560.52,1327.6,104,11108.7,3560.52,1
996300,12872.34,11106.57,3559.04,1327.6,104,11106.57,3559.04,1
1003124,12869.37,11104.44,3557.54,1327.6,104,11104.44,3557.54,1
1009948,12866.38,11102.28,3556.04,1327.6,104,11102.28,3556.04,1
1016772,12863.37,11100.11,3554.52,1327.6,104,11100.11,3554.52,1
1023596,12860.34,11097.93,3553,1327.6,104,11097.93,3553,1
1030420,12857.29,11095.73,3551.46,1327.6,104,11095.73,3551.46,1
1037244,12854.21,11093.52,3549.91,1327.6,104,11093.52,3549.91,1
1044067,12851.12,11091.29,3548.36,1327.6,104,11091.29,3548.36,1
1050891,12848.01,11089.05,3546.79,1327.6,104,11089.05,3546.79,1
1057715,12844.88,11086.8,3545.21,1327.6,104,11086.8,3545.21,1
1064539,12841.72,11084.53,3543.63,1327.6,104,11084.53,3543.63,1
1071363,12838.55,11082.24,3542.03,1327.6,104,11082.24,3542.03,1
1078187,12835.35,11079.94,3540.42,1327.6,104,11079.94,3540.42,1
1085011,12832.14,11077.63,3538.81,1327.6,104,11077.63,3538.81,1
1091835,12828.91,11075.3,3537.18,1327.6,104,11075.3,3537.18,1
1098659,12825.65,11072.95,3535.54,1327.6,104,11072.95,3535.54,1
1105483,12822.38,11070.59,3533.89,1327.6,104,11070.59,3533.89,1
1112307,12819.08,11068.22,3532.23,1327.6,104,11068.22,3532.23,1
1119131,12815.76,11065.83,3530.57,1327.6,104,11065.83,3530.57,1
1125955,12812.43,11063.43,3528.89,1327.6,104,11063.43,3528.89,1
1132779,12809.07,11061.02,3527.2,1327.6,104,11061.02,3527.2,1
1139603,12805.7,11058.58,3525.5,1327.6,104,11058.58,3525.5,1
1146427,12802.3,11056.14,3523.79,1327.6,104,11056.14,3523.79,1
1153251,12798.88,11053.68,3522.07,1327.6,104,11053.68,3522.07,1
1160075,12795.44,11051.2,3520.34,1327.6,104,11051.2,3520.34,1
1166899,12791.99,11048.71,3518.6,1327.6,104,11048.71,3518.6,1
1173723,12788.51,11046.21,3516.85,1327.6,104,11046.21,3516.85,1
1180547,12785.01,11043.69,3515.09,1327.6,104,11043.69,3515.09,1
1187371,12781.49,11041.16,3513.32,1327.6,104,11041.16,3513.32,1
1194195,12777.95,11038.61,3511.54,1327.6,104,11038.61,3511.54,1
1201019,12774.4,11036.05,3509.75,1327.6,104,11036.05,3509.75,1
1207843,12770.82,11033.47,3507.95,1327.6,104,11033.47,3507.95,1
1214667,12767.22,11030.88,3506.13,1327.6,104,11030.88,3506.13,1
1221491,12763.6,11028.27,3504.31,1327.6,104,11028.27,3504.31,1
1221491.1,12166.35,10355.69,0,57822.5,0,10355.69,0,1
1234250,12159.77,10348.28,0,57822.5,0,10348.28,0,1
1247010,12153.14,10340.85,0,57822.5,0,10340.85,0,1
1259770,12146.45,10333.39,0,57822.5,0,10333.39,0,1
1272530,12139.71,10325.91,0,57822.5,0,10325.91,0,1
1285289,12132.91,10318.4,0,57822.5,0,10318.4,0,1
1298049,12126.05,10310.87,0,57822.5,0,10310.87,0,1
1310809,12119.14,10303.3,0,57822.5,0,10303.3,0,1
1323568,12112.18,10295.71,0,57822.5,0,10295.71,0,1
1336328,12105.15,10288.09,0,57822.5,0,10288.09,0,1
1349088,12098.07,10280.44,0,57822.5,0,10280.44,0,1
1361847,12090.93,10272.76,0,57822.5,0,10272.76,0,1
1374607,12083.73,10265.04,0,57822.5,0,10265.04,0,1
1387367,12076.48,10257.3,0,57822.5,0,10257.3,0,1
1400127,12069.17,10249.52,0,57822.5,0,10249.52,0,1
1412886,12061.8,10241.71,0,57822.5,0,10241.71,0,1
1425646,12054.37,10233.86,0,57822.5,0,10233.86,0,1
1438406,12046.88,10225.98,0,57822.5,0,10225.98,0,1
1451165,12039.33,10218.06,0,57822.5,0,10218.06,0,1
1463925,12031.72,10210.11,0,57822.5,0,10210.11,0,1
1476685,12024.05,10202.12,0,57822.5,0,10202.12,0,1
1489444,12016.33,10194.1,0,57822.5,0,10194.1,0,1
1502204,12008.54,10186.04,0,57822.5,0,10186.04,0,1
1514964,12000.69,10177.94,0,57822.5,0,10177.94,0,1
1527724,11992.78,10169.79,0,57822.5,0,10169.79,0,1
1540483,11984.81,10161.61,0,57822.5,0,10161.61,0,1
1553243,11976.78,10153.39,0,57822.5,0,10153.39,0,1
1566003,11968.68,10145.13,0,57822.5,0,10145.13,0,1
1578762,11960.53,10136.83,0,57822.5,0,10136.83,0,1
1591522,11952.31,10128.48,0,57822.5,0,10128.48,0,1
1604282,11944.03,10120.09,0,57822.5,0,10120.09,0,1
1617041,11935.69,10111.66,0,57822.5,0,10111.66,0,1
1629801,11927.28,10103.18,0,57822.5,0,10103.18,0,1
1642561,11918.81,10094.66,0,57822.5,0,10094.66,0,1
1655321,11910.28,10086.09,0,57822.5,0,10086.09,0,1
1668080,11901.68,10077.48,0,57822.5,0,10077.48,0,1
1680840,11893.02,10068.82,0,57822.5,0,10068.82,0,1
1693600,11884.3,10060.11,0,57822.5,0,10060.11,0,1
1706359,11875.51,10051.35,0,57822.5,0,10051.35,0,1
